RXCUI,HCPCS,STR,TTY
2049891,J3370,Vancomycin 250 MG Injection,SCD
239209,J3370,Vancomycin 100 MG/ML Injectable Solution,SCD
313572,J3370,Vancomycin 50 MG/ML Injectable Solution,SCD
1538137,J3380,vedolizumab 300 MG Injection,SCD
313595,J3396,Verteporfin 15 MG Injection,SCD
1989823,J3397,5 ML vestronidase alfa-vjbk 2 MG/ML Injection,SCD
198326,J3400,Triflupromazine 10 MG/ML Injectable Solution,SCD
198327,J3400,Triflupromazine 20 MG/ML Injectable Solution,SCD
1794552,J3410,2 ML Hydroxyzine Hydrochloride 50 MG/ML Injection,SCD
1794554,J3410,1 ML Hydroxyzine Hydrochloride 50 MG/ML Injection,SCD
995270,J3410,1 ML Hydroxyzine Hydrochloride 25 MG/ML Injection,SCD
313324,J3411,Thiamine hydrochloride 100 MG/ML Injectable Solution,SCD
312736,J3415,Pyridoxine Hydrochloride 100 MG/ML Injectable Solution,SCD
309594,J3420,Vitamin B 12 1 MG/ML Injectable Solution,SCD
309599,J3420,Vitamin B 12 0.1 MG/ML Injectable Solution,SCD
1670192,J3430,1 ML Vitamin K 1 10 MG/ML Injection,SCD
1670193,J3430,Vitamin K 1 10 MG/ML Injection,SCD
312424,J3430,0.5 ML Vitamin K 1 2 MG/ML Injection,SCD
727625,J3430,0.5 ML Vitamin K 1 2 MG/ML Prefilled Syringe,SCD
351209,J3465,voriconazole 200 MG Injection,SCD
238271,J3470,"1 ML Hyaluronidase, Bovine 150 UNT/ML Injection",SCD
486166,J3470,"1.2 ML hyaluronidase, ovine 200 UNT/ML Injection",SCD
238270,J3472,Hyaluronidase 1500 UNT/ML Injectable Solution,SCD
1656667,J3475,Magnesium Sulfate 10 MG/ML Injection,SCD
1656670,J3475,Magnesium Sulfate 80 MG/ML Injection,SCD
1658221,J3475,2 ML Magnesium Sulfate 500 MG/ML Injection,SCD
1658222,J3475,Magnesium Sulfate 500 MG/ML Injection,SCD
1658236,J3475,20 ML Magnesium Sulfate 500 MG/ML Injection,SCD
1658244,J3475,10 ML Magnesium Sulfate 500 MG/ML Injection,SCD
1658245,J3475,50 ML Magnesium Sulfate 500 MG/ML Injection,SCD
1658255,J3475,Magnesium Sulfate 20 MG/ML Injection,SCD
1658259,J3475,50 ML Magnesium Sulfate 40 MG/ML Injection,SCD
1658260,J3475,Magnesium Sulfate 40 MG/ML Injection,SCD
1658262,J3475,100 ML Magnesium Sulfate 40 MG/ML Injection,SCD
1658264,J3475,500 ML Magnesium Sulfate 40 MG/ML Injection,SCD
1658265,J3475,1000 ML Magnesium Sulfate 40 MG/ML Injection,SCD
829734,J3475,50 ML Magnesium Sulfate 80 MG/ML Injection,SCD
829757,J3475,100 ML Magnesium Sulfate 10 MG/ML Injection,SCD
829762,J3475,10 ML Magnesium Sulfate 500 MG/ML Prefilled Syringe,SCD
1860132,J3480,5 ML Potassium Chloride 2 MEQ/ML Injection,SCD
1860136,J3480,10 ML Potassium Chloride 2 MEQ/ML Injection,SCD
1860139,J3480,20 ML Potassium Chloride 2 MEQ/ML Injection,SCD
1860239,J3480,100 ML Potassium Chloride 0.2 MEQ/ML Injection,SCD
1860241,J3480,50 ML Potassium Chloride 0.2 MEQ/ML Injection,SCD
1860463,J3480,100 ML Potassium Chloride 0.4 MEQ/ML Injection,SCD
1860466,J3480,50 ML Potassium Chloride 0.4 MEQ/ML Injection,SCD
1863605,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
1863606,J3480,Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
1863607,J3480,500 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
1863973,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 2.25 MG/ML Injection,SCD
1863974,J3480,Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 2.25 MG/ML Injection,SCD
1863975,J3480,500 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 2.25 MG/ML Injection,SCD
1863988,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 3 MG/ML Injection,SCD
1866190,J3480,250 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 2.25 MG/ML Injection,SCD
1866559,J3480,Calcium Chloride 0.001 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.044 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,SCD
204519,J3480,Potassium Chloride 1.5 MEQ/ML Injectable Solution,SCD
204520,J3480,Potassium Chloride 2 MEQ/ML Injectable Solution,SCD
237367,J3480,1000 ML Potassium Chloride 0.04 MEQ/ML / Sodium Chloride 9 MG/ML Injection,SCD
309783,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML Injection,SCD
309785,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.03 MEQ/ML Injection,SCD
309786,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.04 MEQ/ML Injection,SCD
312507,J3480,100 ML Potassium Chloride 0.1 MEQ/ML Injection,SCD
312516,J3480,Potassium Chloride 0.02 MEQ/ML Injectable Solution,SCD
312521,J3480,100 ML Potassium Chloride 0.3 MEQ/ML Injection,SCD
312524,J3480,Potassium Chloride 0.04 MEQ/ML Injectable Solution,SCD
315181,J3480,Potassium Chloride 0.03 MEQ/ML Injectable Solution,SCD
403890,J3480,1000 ML Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
615099,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.03 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
615100,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.04 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
615107,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 9 MG/ML Injection,SCD
615111,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.04 MEQ/ML / Sodium Chloride 9 MG/ML Injection,SCD
630796,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,SCD
637551,J3480,1000 ML Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 9 MG/ML Injection,SCD
664704,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.04 MEQ/ML / Sodium Chloride 2.25 MG/ML Injection,SCD
686534,J3480,1000 ML Glucose 50 MG/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Chloride 2.25 MG/ML Injection,SCD
847626,J3480,Calcium Chloride 0.0014 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.024 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,SCD
204534,J3485,20 ML Zidovudine 10 MG/ML Injection,SCD
351223,J3486,ziprasidone 20 MG Injection,SCD
1114085,J3489,100 ML zoledronic acid 0.04 MG/ML Injection,SCD
1865665,J3489,zoledronic acid 4 MG Injection,SCD
351114,J3489,5 ML zoledronic acid 0.8 MG/ML Injection,SCD
705824,J3489,100 ML zoledronic acid 0.05 MG/ML Injection,SCD
562249,J3520,edetate disodium 150 MG/ML Injectable Solution,SCD
1807627,J7040,150 ML Sodium Chloride 9 MG/ML Injection,SCD
1807628,J7040,Sodium Chloride 9 MG/ML Injection,SCD
1807630,J7040,25 ML Sodium Chloride 9 MG/ML Injection,SCD
1807631,J7040,50 ML Sodium Chloride 9 MG/ML Injection,SCD
1807632,J7040,100 ML Sodium Chloride 9 MG/ML Injection,SCD
1807633,J7040,250 ML Sodium Chloride 9 MG/ML Injection,SCD
1807634,J7040,500 ML Sodium Chloride 9 MG/ML Injection,SCD
1807639,J7040,1000 ML Sodium Chloride 9 MG/ML Injection,SCD
1795344,J7042,500 ML Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection,SCD
1795345,J7042,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection,SCD
1795346,J7042,1000 ML Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection,SCD
1795607,J7060,500 ML Glucose 50 MG/ML Injection,SCD
1795608,J7060,Glucose 50 MG/ML Injection,SCD
1795609,J7060,100 ML Glucose 50 MG/ML Injection,SCD
1795610,J7060,250 ML Glucose 50 MG/ML Injection,SCD
1795612,J7060,1000 ML Glucose 50 MG/ML Injection,SCD
1795616,J7060,50 ML Glucose 50 MG/ML Injection,SCD
1795618,J7060,25 ML Glucose 50 MG/ML Injection,SCD
1795621,J7060,150 ML Glucose 50 MG/ML Injection,SCD
244250,J7100,500 ML Dextran 40 100 MG/ML Injection,SCD
309716,J7110,Dextran 70 60 MG/ML Injectable Solution,SCD
340275,J7110,Dextran 75 60 MG/ML Injectable Solution,SCD
847630,J7120,Calcium Chloride 0.0014 MEQ/ML / Potassium Chloride 0.004 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,SCD
847627,J7121,Calcium Chloride 0.001 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.004 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,SCD
1807571,J7131,30 ML Sodium Chloride 234 MG/ML Injection,SCD
1807579,J7131,Sodium Chloride 146 MG/ML Injection,SCD
1807580,J7131,40 ML Sodium Chloride 146 MG/ML Injection,SCD
313016,J7131,Sodium Chloride 234 MG/ML Injectable Solution,SCD
730781,J7131,500 ML Sodium Chloride 30 MG/ML Injection,SCD
730782,J7131,500 ML Sodium Chloride 50 MG/ML Injection,SCD
1989799,J7170,1 ML emicizumab-kxwh 30 MG/ML Injection,SCD
1989812,J7170,emicizumab-kxwh 150 MG/ML Injection,SCD
1812593,J7179,vonicog alfa 1 UNT Injection,SCD
1095281,J7180,"factor XIII, human 1 UNT Injection",SCD
1488302,J7181,coagulation factor XIII a-subunit (recombinant) 1 UNT Injection,SCD
1661332,J7186,"factor VIII, human 1 UNT / von Willebrand factor, human 1 UNT Injection",SCD
798102,J7189,eptacog alfa activated 0.001 MG Injection,SCD
1718962,J7190,"antihemophilic factor, human 1 UNT Injection",SCD
1719222,J7192,"Antihemophilic Factor, Human Recombinant 1 UNT Injection",SCD
1666303,J7193,"coagulation factor IX, human 1 UNT Injection",SCD
1670387,J7193,factor IX complex 1 UNT Injection,SCD
1670387,J7194,factor IX complex 1 UNT Injection,SCD
1670387,J7195,factor IX complex 1 UNT Injection,SCD
1661563,J7196,antithrombin alfa 1 UNT Injection,SCD
1659988,J7197,"Antithrombin III, Human 1 UNT Injection",SCD
1659998,J7198,ANTI-INHIBITOR COAGULANT COMPLEX 1 UNT Injection,SCD
1666311,J7200,nonacog alfa 1 UNT Injection,SCD
1666320,J7201,coagulation factor IX recombinant immunoglobulin G1 fusion protein 1 UNT Injection,SCD
1719608,J7205,efmoroctocog alfa 1 UNT Injection,SCD
1811886,J7296,Levonorgestrel 0.000729 MG/HR Intrauterine System,SCD
804156,J7298,Levonorgestrel 0.000833 MG/HR Intrauterine System,SCD
1366334,J7301,Levonorgestrel 0.000583 MG/HR Intrauterine System,SCD
1367436,J7303,21 DAY Ethinyl Estradiol 0.000625 MG/HR / Etonogestrel 0.005 MG/HR Vaginal Ring,SCD
1534809,J7304,168 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System,SCD
1366343,J7306,Levonorgestrel 0.00354 MG/HR Drug Implant,SCD
389221,J7307,Etonogestrel 68 MG Drug Implant,SCD
762672,J7308,Aminolevulinate 200 MG/ML Topical Solution,SCD
1300481,J7309,Methyl aminolevulinate hydrochloride 168 MG/ML Topical Cream,SCD
604020,J7310,Ganciclovir 4.5 MG Drug Implant,SCD
1191323,J7311,Fluocinolone Acetonide 0.59 MG Drug Implant,SCD
854177,J7312,Dexamethasone 0.7 MG Drug Implant,SCD
1552351,J7313,Fluocinolone Acetonide 0.19 MG Drug Implant,SCD
1356824,J7316,0.2 ML ocriplasmin 2.5 MG/ML Injection,SCD
1360052,J7318,Sodium Hyaluronate 20 MG/ML Prefilled Syringe,SCD
1360030,J7321,Sodium Hyaluronate 10 MG/ML Prefilled Syringe,SCD
2109982,J7322,Hyaluronic Acid 8 MG/ML Prefilled Syringe,SCD
1245982,J7324,2 ML Sodium Hyaluronate 15 MG/ML Prefilled Syringe,SCD
792847,J7325,2 ML HYLAN G-F 20 8 MG/ML Prefilled Syringe,SCD
835715,J7325,6 ML HYLAN G-F 20 8 MG/ML Prefilled Syringe,SCD
1537106,J7327,4 ML Sodium Hyaluronate 22 MG/ML Prefilled Syringe,SCD
1804514,J7328,Sodium Hyaluronate 8.4 MG/ML Prefilled Syringe,SCD
1599846,J7340,Carbidopa 4.63 MG/ML / Levodopa 20 MG/ML Oral Suspension,SCD
197388,J7500,Azathioprine 50 MG Oral Tablet,SCD
199310,J7500,Azathioprine 25 MG Oral Tablet,SCD
359228,J7500,Azathioprine 100 MG Oral Tablet,SCD
359229,J7500,Azathioprine 75 MG Oral Tablet,SCD
239983,J7501,Azathioprine 100 MG Injection,SCD
241834,J7502,"cyclosporine, modified 100 MG Oral Capsule",SCD
309632,J7502,Cyclosporine 100 MG/ML Oral Solution,SCD
328160,J7502,Cyclosporine 100 MG Oral Capsule,SCD
835886,J7502,"cyclosporine, modified 100 MG/ML Oral Solution",SCD
1664434,J7503,24 HR Tacrolimus 4 MG Extended Release Oral Tablet,SCD
1664456,J7503,24 HR Tacrolimus 0.75 MG Extended Release Oral Tablet,SCD
1664461,J7503,24 HR Tacrolimus 1 MG Extended Release Oral Tablet,SCD
197906,J7504,5 ML Lymphocyte immune globulin 50 MG/ML Injection,SCD
308260,J7504,"Lymphocyte Immune Globulin, Anti-Thymocyte Globulin 50 MG/ML Injectable Solution",SCD
239984,J7505,Muromonab-CD3 1 MG/ML Injectable Solution,SCD
198377,J7507,Tacrolimus 1 MG Oral Capsule,SCD
198378,J7507,Tacrolimus 5 MG Oral Capsule,SCD
313190,J7507,Tacrolimus 0.5 MG Oral Capsule,SCD
1431971,J7508,24 HR Tacrolimus 0.5 MG Extended Release Oral Capsule,SCD
1431980,J7508,24 HR Tacrolimus 1 MG Extended Release Oral Capsule,SCD
1431985,J7508,24 HR Tacrolimus 5 MG Extended Release Oral Capsule,SCD
197969,J7509,Methylprednisolone 2 MG Oral Tablet,SCD
197970,J7509,Methylprednisolone 24 MG Oral Tablet,SCD
197971,J7509,Methylprednisolone 32 MG Oral Tablet,SCD
197973,J7509,Methylprednisolone 8 MG Oral Tablet,SCD
259966,J7509,Methylprednisolone 4 MG Oral Tablet,SCD
328161,J7509,Methylprednisolone 16 MG Oral Tablet,SCD
198142,J7510,prednisolone 5 MG Oral Tablet,SCD
249066,J7510,prednisolone 5 MG/ML Oral Solution,SCD
283077,J7510,prednisolone 3 MG/ML Oral Solution,SCD
312614,J7510,prednisolone 1 MG/ML Oral Solution,SCD
351159,J7510,prednisolone 25 MG/ML Oral Solution,SCD
643123,J7510,prednisolone 10 MG Disintegrating Oral Tablet,SCD
643125,J7510,prednisolone 15 MG Disintegrating Oral Tablet,SCD
643127,J7510,prednisolone 30 MG Disintegrating Oral Tablet,SCD
702306,J7510,prednisolone 4 MG/ML Oral Solution,SCD
792957,J7510,prednisolone 1 MG/ML Oral Suspension,SCD
793099,J7510,prednisolone 3 MG/ML Oral Suspension,SCD
794979,J7510,prednisolone 2 MG/ML Oral Solution,SCD
1303125,J7512,Prednisone 1 MG Delayed Release Oral Tablet,SCD
1303132,J7512,Prednisone 2 MG Delayed Release Oral Tablet,SCD
1303135,J7512,Prednisone 5 MG Delayed Release Oral Tablet,SCD
198144,J7512,Prednisone 1 MG Oral Tablet,SCD
198145,J7512,Prednisone 10 MG Oral Tablet,SCD
198146,J7512,Prednisone 2.5 MG Oral Tablet,SCD
198148,J7512,Prednisone 50 MG Oral Tablet,SCD
205301,J7512,Prednisone 5 MG/ML Oral Solution,SCD
312615,J7512,Prednisone 20 MG Oral Tablet,SCD
312617,J7512,Prednisone 5 MG Oral Tablet,SCD
315187,J7512,Prednisone 1 MG/ML Oral Solution,SCD
200171,J7513,Daclizumab 5 MG/ML Injectable Solution,SCD
197553,J7515,Cyclosporine 25 MG Oral Capsule,SCD
205168,J7515,Cyclosporine 50 MG Oral Capsule,SCD
835894,J7515,"cyclosporine, modified 25 MG Oral Capsule",SCD
835925,J7515,"cyclosporine, modified 50 MG Oral Capsule",SCD
205175,J7516,5 ML Cyclosporine 50 MG/ML Injection,SCD
199058,J7517,mycophenolate mofetil 250 MG Oral Capsule,SCD
200060,J7517,mycophenolate mofetil 500 MG Oral Tablet,SCD
311880,J7517,mycophenolate mofetil 200 MG/ML Oral Suspension,SCD
485020,J7518,Mycophenolic Acid 180 MG Delayed Release Oral Tablet,SCD
485023,J7518,Mycophenolic Acid 360 MG Delayed Release Oral Tablet,SCD
314230,J7520,Sirolimus 1 MG/ML Oral Solution,SCD
349208,J7520,Sirolimus 1 MG Oral Tablet,SCD
360110,J7520,Sirolimus 2 MG Oral Tablet,SCD
905158,J7520,Sirolimus 0.5 MG Oral Tablet,SCD
198379,J7525,1 ML Tacrolimus 5 MG/ML Injection,SCD
1119400,J7527,everolimus 7.5 MG Oral Tablet,SCD
1308428,J7527,everolimus 2 MG Tablet for Oral Suspension,SCD
1308430,J7527,everolimus 3 MG Tablet for Oral Suspension,SCD
1308432,J7527,everolimus 5 MG Tablet for Oral Suspension,SCD
845507,J7527,everolimus 10 MG Oral Tablet,SCD
845515,J7527,everolimus 5 MG Oral Tablet,SCD
977427,J7527,everolimus 0.25 MG Oral Tablet,SCD
977434,J7527,everolimus 0.5 MG Oral Tablet,SCD
977438,J7527,everolimus 0.75 MG Oral Tablet,SCD
998189,J7527,everolimus 2.5 MG Oral Tablet,SCD
668956,J7605,arformoterol 0.0075 MG/ML Inhalation Solution,SCD
1246319,J7606,formoterol fumarate 0.01 MG/ML Inhalation Solution,SCD
307718,J7608,Acetylcysteine 100 MG/ML Inhalation Solution,SCD
307719,J7608,Acetylcysteine 200 MG/ML Inhalation Solution,SCD
245314,J7611,Albuterol 5 MG/ML Inhalation Solution,SCD
1855389,J7612,Levalbuterol 2.5 MG/ML Inhalation Solution,SCD
351136,J7613,Albuterol 0.417 MG/ML Inhalation Solution,SCD
351137,J7613,Albuterol 0.21 MG/ML Inhalation Solution,SCD
630208,J7613,Albuterol 0.83 MG/ML Inhalation Solution,SCD
242754,J7614,Levalbuterol 0.417 MG/ML Inhalation Solution,SCD
311286,J7614,Levalbuterol 0.21 MG/ML Inhalation Solution,SCD
349590,J7614,Levalbuterol 0.103 MG/ML Inhalation Solution,SCD
1437702,J7620,Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalation Solution,SCD
252559,J7626,Budesonide 0.5 MG/ML Inhalation Suspension,SCD
349094,J7626,Budesonide 0.125 MG/ML Inhalation Suspension,SCD
308767,J7628,bitolterol 2 MG/ML Inhalation Solution,SCD
831246,J7631,Cromolyn Sodium 10 MG/ML Inhalation Solution,SCD
351109,J7633,Budesonide 0.25 MG/ML Inhalation Suspension,SCD
310014,J7639,Dornase Alfa 1 MG/ML Inhalation Solution,SCD
1246326,J7640,formoterol fumarate 0.012 MG Inhalation Powder,SCD
1992566,J7643,Glycopyrrolate 0.025 MG/ML Inhalation Solution,SCD
836358,J7644,Ipratropium Bromide 0.2 MG/ML Inhalation Solution,SCD
311152,J7648,Isoetharine 0.62 MG/ML Inhalation Solution,SCD
311153,J7648,Isoetharine 0.8 MG/ML Inhalation Solution,SCD
311154,J7648,Isoetharine 1 MG/ML Inhalation Solution,SCD
311156,J7648,Isoetharine 1.67 MG/ML Inhalation Solution,SCD
311157,J7648,Isoetharine 1.7 MG/ML Inhalation Solution,SCD
311158,J7648,Isoetharine 2.5 MG/ML Inhalation Solution,SCD
311159,J7648,Isoetharine 10 MG/ML Inhalation Solution,SCD
314041,J7648,Isoetharine 1.25 MG/ML Inhalation Solution,SCD
314042,J7648,Isoetharine 2 MG/ML Inhalation Solution,SCD
314039,J7649,Isoetharine 0.34 MG/ACTUAT Metered Dose Inhaler,SCD
1299682,J7658,300 ACTUAT Isoproterenol Hydrochloride 0.131 MG/ACTUAT Metered Dose Inhaler,SCD
1299695,J7658,Isoproterenol Hydrochloride 10 MG/ML Inhalation Solution,SCD
1299700,J7658,Isoproterenol Hydrochloride 5 MG/ML Inhalation Solution,SCD
1299672,J7659,300 ACTUAT Isoproterenol Sulfate 0.08 MG/ACTUAT Metered Dose Inhaler,SCD
1299682,J7659,300 ACTUAT Isoproterenol Hydrochloride 0.131 MG/ACTUAT Metered Dose Inhaler,SCD
979316,J7668,Metaproterenol Sulfate 50 MG/ML Inhalation Solution,SCD
979379,J7669,Metaproterenol Sulfate 6 MG/ML Inhalation Solution,SCD
979489,J7669,Metaproterenol Sulfate 4 MG/ML Inhalation Solution,SCD
1314763,J7682,Tobramycin 75 MG/ML Inhalation Solution,SCD
348719,J7682,Tobramycin 60 MG/ML Inhalation Solution,SCD
857795,J7686,Treprostinil 0.6 MG/ML Inhalation Solution,SCD
1729308,J8501,aprepitant 125 MG Powder for Oral Suspension,SCD
403810,J8501,aprepitant 80 MG Oral Capsule,SCD
403811,J8501,aprepitant 125 MG Oral Capsule,SCD
644088,J8501,aprepitant 40 MG Oral Capsule,SCD
197422,J8510,Busulfan 2 MG Oral Tablet,SCD
199703,J8515,cabergoline 0.5 MG Oral Tablet,SCD
200327,J8520,capecitabine 150 MG Oral Tablet,SCD
200328,J8521,capecitabine 500 MG Oral Tablet,SCD
1437968,J8530,Cyclophosphamide 25 MG Oral Capsule,SCD
1437969,J8530,Cyclophosphamide 50 MG Oral Capsule,SCD
197549,J8530,Cyclophosphamide 25 MG Oral Tablet,SCD
197550,J8530,Cyclophosphamide 50 MG Oral Tablet,SCD
197576,J8540,Dexamethasone 0.25 MG Oral Tablet,SCD
197577,J8540,Dexamethasone 0.5 MG Oral Tablet,SCD
197579,J8540,Dexamethasone 1 MG Oral Tablet,SCD
197580,J8540,Dexamethasone 1.5 MG Oral Tablet,SCD
197581,J8540,Dexamethasone 2 MG Oral Tablet,SCD
197582,J8540,Dexamethasone 4 MG Oral Tablet,SCD
197583,J8540,Dexamethasone 6 MG Oral Tablet,SCD
309684,J8540,Dexamethasone 1 MG/ML Oral Solution,SCD
309686,J8540,Dexamethasone 0.1 MG/ML Oral Solution,SCD
343033,J8540,Dexamethasone 0.75 MG Oral Tablet,SCD
197687,J8560,Etoposide 50 MG Oral Capsule,SCD
828706,J8562,Fludarabine phosphate 10 MG Oral Tablet,SCD
349472,J8565,gefitinib 250 MG Oral Tablet,SCD
197919,J8600,Melphalan 2 MG Oral Tablet,SCD
105585,J8610,Methotrexate 2.5 MG Oral Tablet,SCD
105586,J8610,Methotrexate 10 MG Oral Tablet,SCD
283510,J8610,Methotrexate 15 MG Oral Tablet,SCD
283511,J8610,Methotrexate 5 MG Oral Tablet,SCD
283671,J8610,Methotrexate 7.5 MG Oral Tablet,SCD
311891,J8650,nabilone 1 MG Oral Capsule,SCD
1552343,J8655,netupitant 300 MG / palonosetron 0.5 MG Oral Capsule,SCD
1665503,J8670,rolapitant 90 MG Oral Tablet,SCD
313209,J8700,temozolomide 20 MG Oral Capsule,SCD
313210,J8700,temozolomide 250 MG Oral Capsule,SCD
313211,J8700,temozolomide 5 MG Oral Capsule,SCD
317160,J8700,temozolomide 100 MG Oral Capsule,SCD
700883,J8700,temozolomide 140 MG Oral Capsule,SCD
700885,J8700,temozolomide 180 MG Oral Capsule,SCD
747193,J8705,Topotecan 1 MG Oral Capsule,SCD
747195,J8705,Topotecan 0.25 MG Oral Capsule,SCD
1191138,J9000,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution,SCD
1790095,J9000,Doxorubicin Hydrochloride 50 MG Injection,SCD
1790097,J9000,5 ML Doxorubicin Hydrochloride 2 MG/ML Injection,SCD
1790098,J9000,Doxorubicin Hydrochloride 2 MG/ML Injection,SCD
1790099,J9000,10 ML Doxorubicin Hydrochloride 2 MG/ML Injection,SCD
1790100,J9000,25 ML Doxorubicin Hydrochloride 2 MG/ML Injection,SCD
1790103,J9000,Doxorubicin Hydrochloride 10 MG Injection,SCD
307816,J9015,Aldesleukin 22000000 UNT Injection,SCD
829926,J9017,10 ML arsenic trioxide 1 MG/ML Injection,SCD
150889,J9019,Erwinia asparaginase 10000 UNT Injection,SCD
1792780,J9022,20 ML atezolizumab 60 MG/ML Injection,SCD
1875548,J9023,avelumab 20 MG/ML Injection,SCD
485246,J9025,Azacitidine 100 MG Injection,SCD
486419,J9027,20 ML clofarabine 1 MG/ML Injection,SCD
1653484,J9031,"BCG, Live, Tice Strain 50 MG/ML Topical Suspension",SCD
1653579,J9031,"BCG, Live, Tice Strain 50 MG Injection",SCD
402058,J9031,"BCG, Live, Connaught Strain 27 MG/ML Topical Suspension",SCD
1543547,J9032,belinostat 500 MG Injection,SCD
1805007,J9033,bendamustine hydrochloride 25 MG Injection,SCD
1805013,J9033,bendamustine hydrochloride 90 MG/ML Injection,SCD
1726097,J9034,bendamustine hydrochloride 25 MG/ML Injectable Solution,SCD
1657069,J9035,bevacizumab 25 MG/ML Injection,SCD
1597262,J9039,blinatumomab 0.035 MG Injection,SCD
1726673,J9040,Bleomycin 15 UNT Injection,SCD
1726676,J9040,Bleomycin 30 UNT Injection,SCD
402243,J9041,bortezomib 3.5 MG Injection,SCD
1147323,J9042,brentuximab vedotin 50 MG Injection,SCD
1001433,J9043,1.5 ML cabazitaxel 40 MG/ML Injection,SCD
402243,J9044,bortezomib 3.5 MG Injection,SCD
597195,J9045,Carboplatin 10 MG/ML Injectable Solution,SCD
1806934,J9047,carfilzomib 30 MG Injection,SCD
1806940,J9047,carfilzomib 60 MG Injection,SCD
2046642,J9047,carfilzomib 10 MG Injection,SCD
309012,J9050,Carmustine 100 MG Injection,SCD
1657661,J9055,cetuximab 2 MG/ML Injection,SCD
1945081,J9057,copanlisib 60 MG Injection,SCD
1736854,J9060,Cisplatin 50 MG Injection,SCD
309311,J9060,Cisplatin 1 MG/ML Injectable Solution,SCD
240754,J9065,10 ML Cladribine 1 MG/ML Injection,SCD
1734917,J9070,Cyclophosphamide 500 MG Injection,SCD
1734919,J9070,Cyclophosphamide 1000 MG Injection,SCD
1734921,J9070,Cyclophosphamide 2000 MG Injection,SCD
968807,J9098,5 ML Cytarabine liposome 10 MG/ML Injection,SCD
1731355,J9100,5 ML Cytarabine 20 MG/ML Injection,SCD
240416,J9100,Cytarabine 20 MG/ML Injectable Solution,SCD
245255,J9100,Cytarabine 50 MG/ML Injectable Solution,SCD
249364,J9100,20 ML Cytarabine 100 MG/ML Injection,SCD
239179,J9120,Dactinomycin 0.5 MG Injection,SCD
1731338,J9130,Dacarbazine 200 MG Injection,SCD
1731340,J9130,Dacarbazine 100 MG Injection,SCD
1721957,J9145,daratumumab 20 MG/ML Injection,SCD
1736582,J9150,Daunorubicin 5 MG/ML Injection,SCD
2002002,J9150,10 ML Daunorubicin 5 MG/ML Injection,SCD
309650,J9150,4 ML Daunorubicin 5 MG/ML Injection,SCD
646830,J9151,25 ML Daunorubicin Liposomal 2 MG/ML Injection,SCD
